codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
42021100;;0;"Malas,maletas e pastas,de couro natural/ reconst/envern.";17.00;25.52;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42021210;;0;"Malas,maletas e pastas,de plastico";17.00;25.52;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42021220;;0;"Malas,maletas e pastas,de materias texteis";17.00;25.52;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42021900;;0;"Malas,maletas e pastas,de outs.materias";17.00;25.52;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42022100;;0;"Bolsas de couro natural,reconstituido ou envernizado";14.56;18.60;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42022210;;0;"Bolsas de folhas de plastico";14.56;19.73;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42022220;;0;"Bolsas de materias texteis";14.56;19.73;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42022900;;0;"Bolsas de outs.materias";14.56;18.60;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42023100;;0;"Artigos de bolsos/bolsas,de couro natural/reconstit.etc";14.56;18.60;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42023200;;0;"Artigos de bolsos/bolsas,de fls.de plastico/mat.textil";14.56;18.60;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42023900;;0;"Artigos de bolsos/bolsas,de outs.materias";14.56;18.60;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42029100;;0;"Outs.artefatos de couro natural/reconstituido/enverniz.";17.00;25.52;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42029200;;0;"Outs.artefatos,de fls.de plastico ou materias texteis";17.00;29.13;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42029900;;0;"Outros artefatos,de outs.materias";17.00;25.52;18.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42031000;;0;"Vestuario de couro natural ou reconstituido";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42032100;;0;"Luvas,mitemes,etc.p/esportes,de couro natural/reconstit";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42032900;;0;"Outs.luvas,mitemes,etc.de couro natural/ reconstituido";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42032900;01;0;"De proteção, para trabalho manual";13.45;21.97;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42033000;;0;"Cintos,cinturoes,bandoleiras,etc.de couro nat/reconstit";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42034000;;0;"Outs.acessorios de vestuario,de couro natural/reconstit";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42050000;;0;"Outros obras de couro natural ou reconstituido";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42060000;;0;"Outs.obras de tripa,baudruches,bexiga ou de tendoes";17.00;25.52;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
42060000;01;0;"Cordas de tripa";13.45;21.97;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43011000;;0;"Peleteria em bruto,de vison,inteira";13.45;18.78;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43013000;;0;"Peleteria em bruto,de cordeiros astraca,etc.inteira";13.45;18.78;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43016000;;0;"Peleteria em bruto,de raposa,inteira";13.45;18.78;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43018000;;0;"Peleteria em bruto,de outs.animais,inteira";13.45;18.78;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43019000;;0;"Cabecas,caudas,patas,etc.de animais util.na ind.peles";13.45;18.78;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43021100;;0;"Peleteria curtida/acabada,de vison,inteira, n/reunida";27.19;33.69;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43021910;;0;"Peleteria curtida/acabada,de ovinos,inteira, n/reunida";16.78;23.28;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43021990;;0;"Peleteria curtida/acab.de outs.animais,inteir. n/reunida";16.78;23.28;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43022000;;0;"Cabecas,caudas,etc.curtidas/acabads.inteiras,n/reunidas";27.19;33.69;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43022000;01;0;"Cabeças, caudas, patas e outras partes, desperdícios e aparas, de coelho ou de lebre";16.78;23.28;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43022000;02;0;"Cabeças, caudas, patas e outras partes, desperdícios e aparas, de bovino, de ovino ou de caprino";16.78;23.28;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43023000;;0;"Peleteria curtida/acabada,inteira/pedacos, etc.reunidos";27.19;33.69;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43023000;01;0;"De bovino, ovino, caprino, coelho ou de lebre";16.78;23.28;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43023000;02;0;"Peles “alongadas”, exceto de bovino, ovino, caprino, coelho ou de lebre";23.92;30.42;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43031000;;0;"Vestuario e seus acessorios,de peleteria";23.92;32.03;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43031000;01;0;"De bovino, ovino, caprino, coelho ou de lebre";16.78;24.89;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43039000;;0;"Outros artefatos de peleteria";23.92;32.03;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43039000;01;0;"De bovino, ovino, caprino, coelho ou de lebre";16.78;24.89;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
43040000;;0;"Peleteria artificial e suas obras";16.78;24.89;39.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44011100;;0;"De coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44011200;;0;"De nao coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44012100;;0;"Madeira de coniferas,em estilhas ou em particulas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44012200;;0;"Madeira de nao coniferas,em estilhas ou em particulas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44013100;;0;"Pellets de madeira";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44013900;;0;"Outras serragens,desperdicios e residuos,de madeira";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44014000;;0;"Serragem (serradura), desperdicios e residuos, de madeira, nao aglomerados";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44021000;;0;"Carvao vegetal de bambu";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44029000;;0;"Outs carvao vegetal";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44031100;;0;"De coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44031100;01;0;"De coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44031200;;0;"De nao coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44031200;01;0;"De nao coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032100;;0;"De pinheiro (pinus spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032100;01;0;"De pinheiro (pinus spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032200;;0;"De pinheiro (pinus spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032200;01;0;"De pinheiro (pinus spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032300;;0;"De abeto (abies spp) e de espruce (picea) (picea spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032300;01;0;"De abeto (abies spp) e de espruce (picea) (picea spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032400;;0;"De abeto (abies spp) e de espruce (picea) (picea spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032400;01;0;"De abeto (abies spp) e de espruce (picea) (picea spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032500;;0;"Outras, cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032500;01;0;"Outras, cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032600;;0;"Outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44032600;01;0;"Outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44034100;;0;"Madeira de dark ou light red meranti,etc.em bruto";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44034100;01;0;"Esquadriadas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44034900;;0;"Outros madeiras tropicais,em bruto";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44034900;01;0;"Esquadriadas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039100;;0;"Madeira de carvalho (quercus spp),em bruto";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039100;01;0;"Esquadriada";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039300;;0;"De faia (fagus spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039300;01;0;"De faia (fagus spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039400;;0;"De faia (fagus spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039400;01;0;"De faia (fagus spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039500;;0;"De betula (vidoeiro) (betula spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039500;01;0;"De betula (vidoeiro) (betula spp), cuja maior dimensao da secao transversal e igual ou superior a 15 cm";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039600;;0;"De betula (vidoeiro) (betula spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039600;01;0;"De betula (vidoeiro) (betula spp), outras";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039700;;0;"De choupo (alamo) (populus spp)";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039700;01;0;"De choupo (alamo) (populus spp)";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039800;;0;"De eucalipto (eucalyptus spp)";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039800;01;0;"De eucalipto (eucalyptus spp)";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039900;;0;"Outros madeiras em bruto";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44039900;01;0;"Esquadriadas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44041000;;0;"Arcos de madeira,estacas fendidas,etc.de coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44042000;;0;"Arcos de madeira,estacas fendidas,etc.de nao coniferas";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44050000;;0;"La de madeira e farinha de madeira";13.45;16.00;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44061100;;0;"De coniferas";13.45;16.54;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44061200;;0;"De nao coniferas";13.45;16.54;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44069100;;0;"De coniferas";13.45;16.54;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44069200;;0;"De nao coniferas";13.45;16.54;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44071100;;0;"De pinheiro (pinus spp)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44071200;;0;"De abeto (abies spp) e de espruce (picea) (picea spp)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44071900;;0;"Outras";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072100;;0;"Madeira de mogno,serrada/cortada em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072200;;0;"Madeira de virola/imbuia/balsa,serrada,cort.em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072500;;0;"Madeira de dark red meranti,etc. serrada, cort.fls.e>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072600;;0;"Madeira de white lauan,etc.serrada,cort.fls.etc. esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072700;;0;"Sapelli,serradas/cort.fls.etc .esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072800;;0;"Iroco,serradas/cort.fls.etc. esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072910;;0;"Madeira de cedro,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072920;;0;"Madeira de ipe,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072930;;0;"Madeira de pau marfim,serrada/cort.em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072940;;0;"Madeira de louro,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072950;;0;"De canafistula (peltophorum vogelianum)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072960;;0;"De cabreuva parda (myrocarpus spp)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072970;;0;"De urundei (astronium balansae)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44072990;;0;"Outs.madeiras tropicais,serradas/cort.fls.etc. esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079100;;0;"Madeira de carvalho,serrada/cortada em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079200;;0;"Madeira de faia,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079300;;0;"Madeira de ácer,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079400;;0;"Madeira de cerejeira,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079500;;0;"Madeira de freixo,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079600;;0;"De betula (vidoeiro) (betula spp)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079700;;0;"De choupo (alamo) (populus spp)";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079920;;0;"Madeira de peroba,serrada/cortada em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079930;;0;"Madeira de guaiuvira,serrada/cortada em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079960;;0;"Madeira de amendoim,serrada/cortada em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079970;;0;"Madeira de angico preto,serrada/cort.em fls.etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44079990;;0;"Outs.madeiras serradas/cortadas em folhas,etc.esp>6mm";13.45;17.05;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44081010;;0;"Folhas de madeira obtidas por corte de madieira estratificada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44081091;;0;"Folhas de madeira,de pinho brasil,espessura<=6mm";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44081099;;0;"Folhas de outs.madeiras,de coniferas,espessura<=6mm";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44083110;;0;"Folhas de madeira,de dark/light red meranti,etc.e<=6mm,otidas por corte de madeira estratificada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44083190;;0;"Outs folhas de madeira,de dark/light red meranti,etc.e<=6mm";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44083910;;0;"Outs folhas de madeiras tropicais,obtidas por corte de madeira estratificada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44083991;;0;"Folhas de madeira,de cedro,espessura<=6mm";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44083992;;0;"Folhas de madeira,de pau marfim,espessura<=6mm";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44083999;;0;"Folhas de outs.madeiras tropicais,espessura<=6mm";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44089010;;0;"Outs folhas de outs.madeiras,obtidas por corte de madeira estratificada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44089090;;0;"Folhas p/folhead.etc.de outs.madeiras";14.79;18.39;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44091000;;0;"Madeira de coniferas,perfilada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44092100;;0;"Madeira de bambu,perfilada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44092200;;0;"De madeiras tropicais";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44092900;;0;"Madeira de nao coniferas,perfilada";16.02;20.59;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101110;;0;"Paineis de partículas de madeira, em bruto ou simplesmente polidos";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101121;;0;"Paineis de partículas de madeira, recobertos na superfície com papel impregnado de melamina em ambas as faces, com película protetora na face superior e trabalho de encaixe nas quatro laterais, dos tipos utilizados para pavimentos";13.45;18.92;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101129;;0;"Outros paineis de partículas de madeira, recobertos na superfície com papel impregnado de melamina";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101190;;0;"Outros paineis de madeira";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101210;;0;"Paineis de madeira denominados denominados “oriented strand board” (osb), em bruto ou polidos";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101290;;0;"Outros paineis de madeira denominados denominados “oriented strand board” (osb)";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101911;;0;"Paineis de madeira denominados waferboard, em bruto ou polidos";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101919;;0;"Outs paineis de madeira denominados waferboard";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101991;;0;"Outros paineis de madeira, em bruto ou simplesmente polidos";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101992;;0;"Outros paineis de madeira, recobeeros na superfície c/ papel impregnado de melamina";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44101999;;0;"Outros paineis de madeira";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44109000;;0;"Paineis de outs.materias lenhosas";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
44111210;;0;"Paineis de fibras de madeira,de media densidade (denominados mdf) de espessura <=5mm, n/trab.mecan. nem recobertos à superfície";14.79;19.36;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
